author_count,year,read_count,download_count,journal_rank,citation_count_label
-0.3426592185146468,0.3997457781165556,15.781132806921391,0.6910798124818885,-0.7181692398307697,LowCC
0.4114896686059812,0.1913188301319903,5.439944742202619,4.147883386977359,-0.4050337258653085,VeryHighCC
-0.3426592185146468,1.0250266220702515,1.420615365530947,-0.9408518283736532,-0.2078743281833513,LowCC
0.7466669517707049,-0.6423889618062708,6.174266068408083,3.974185118001657,-0.4050337258653085,VeryHighCC
-0.3342797864355288,-1.267669805759967,3.746686154717078,2.386458126436339,-0.526808647962988,VeryHighCC
3.893143697479548,-0.6423889618062708,3.4689399119228943,2.160234333009902,-0.2484659688825778,VeryHighCC
-0.1625014288136079,-1.267669805759967,2.314759568616424,0.5839485447902882,-0.4050337258653085,VeryHighCC
1.5510924313660417,-0.2255350658371402,4.858966987057707,2.58303880210345,-0.4050337258653085,VeryHighCC
2.271723590170197,-0.6423889618062708,3.540644229658251,2.4571855653006964,-0.4050337258653085,VeryHighCC
-0.3426592185146468,-1.684523701729097,5.872762370942545,7.12311631155816,-0.4398265607503597,VeryHighCC
1.5594718634451596,0.8165996740856861,1.6663970329491289,0.593829584043397,-0.4050337258653085,HighCC
4.36658160994972,-0.4339620138217054,1.876974472081578,1.246498229446107,-0.2484659688825778,VeryHighCC
-0.1918294410905212,-1.8929506497136623,5.260899924724875,5.895787225382545,-0.4224301433078342,VeryHighCC
0.4994737054367211,1.0250266220702515,0.1284258082699789,0.4154508227899073,-0.7181692398307697,LowMedCC
-0.3259003543564107,-1.684523701729097,5.277314166134174,6.734115397804194,-0.2194719398117018,VeryHighCC
0.2355215949445013,-0.2255350658371402,1.1953514998743884,-0.0921225620013637,-0.4224301433078342,VeryHighCC
-0.263054613763025,-1.684523701729097,3.5762804116652807,3.950262601915184,-0.2194719398117018,VeryHighCC
-0.3426592185146468,-1.0592428577754014,3.9859885163158,5.986796797450652,0.8069166892973102,HighCC
-0.3426592185146468,-1.267669805759967,4.537161464691195,6.263985951235229,0.8069166892973102,HighCC
