doi,num_authors,num_pages,year,categories
,5,8,2021-10-15 13:48:52+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/2041-8213/ac8c2b,2,8,2022-08-30 05:33:10+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/202244032,6,8,2022-08-25 17:01:42+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
10.1051/0004-6361/202244207,8,8,2022-09-13 09:48:48+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
,89,8,2024-03-04 20:55:09+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
,7,8,2023-10-17 11:09:26+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
,14,8,2024-08-12 17:54:46+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
,2,8,2024-09-09 14:23:13+00:00,"['astro-ph.IM', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
10.1007/978-94-007-5606-9_7,1,8,2012-07-04 23:08:47+00:00,"['astro-ph.EP', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1088/0004-637X/776/1/48,2,8,2013-07-08 09:35:51+00:00,"['astro-ph.EP', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1051/0004-6361/201424110,5,8,2014-09-12 13:22:08+00:00,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
,38,8,2018-07-24 13:07:48+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
10.1051/0004-6361/201424109,9,8,2014-09-12 13:22:13+00:00,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
10.1051/0004-6361/201424111,4,8,2014-09-12 13:22:02+00:00,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
10.1017/pasa.2018.43,16,8,2018-09-25 11:35:32+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.SR']"
10.1051/0004-6361/201118197,3,8,2011-12-05 14:53:50+00:00,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
10.1093/mnras/stt764,3,8,2013-05-01 22:15:18+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR', '85-04, 85-08, 62-04', 'J.2; G.3; G.4; I.6.8']"
10.1093/mnras/stt1776,2,8,2013-09-21 05:12:52+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,34,8,2013-10-14 19:59:57+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1086/675262,16,8,2014-01-03 20:54:21+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,82,8,2014-12-18 17:52:29+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,32,8,2017-05-17 09:28:33+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/sty674,9,8,2018-11-11 05:10:38+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/sty3089,2,8,2018-11-11 05:13:45+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
,82,8,2019-03-05 16:34:33+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/mnras/stz2042,1,8,2019-07-09 01:40:06+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/mnras/stac645,7,8,2022-03-07 14:51:59+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR', '85A05']"
10.3847/2041-8213/ac1c0c,4,8,2021-08-30 18:00:05+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR', '85A05']"
10.1093/mnras/stac262,1,8,2022-02-14 16:53:20+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR', '85A05']"
10.1093/mnras/stac3489,21,8,2022-02-28 19:10:28+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
10.1007/s10686-022-09880-7,299,8,2022-11-28 10:27:30+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1007/s11433-023-2149-y,54,8,2023-07-11 18:00:02+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
,11,8,2024-03-12 19:03:33+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
,26,8,2023-10-24 17:52:43+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1051/0004-6361/202449786,26,8,2025-01-30 13:16:53+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,23,8,2024-04-30 18:00:00+00:00,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
,45,8,2009-07-31 19:21:50+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA']"
10.1038/ncomms15003,6,8,2017-04-10 18:00:09+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA']"
10.1093/mnras/stz884,1,8,2019-03-26 08:48:27+00:00,"['astro-ph.EP', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM']"
10.61977/ati2024008,31,8,2024-03-01 02:57:55+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA']"
10.1093/mnras/stz2662,1,8,2019-09-19 00:17:48+00:00,"['astro-ph.EP', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM']"
10.1111/j.1365-2966.2012.21444.x,3,8,2012-04-03 20:09:45+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1088/0004-637X/782/2/60,2,8,2014-01-08 23:26:53+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
10.1051/0004-6361/201630241,7,8,2017-02-24 10:13:35+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
10.1093/mnras/stz3413,6,8,2019-12-23 19:37:24+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
10.1093/mnras/stz3601,2,8,2019-12-23 22:10:18+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
,3,8,2020-01-13 11:57:03+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,1,8,2020-07-06 02:21:05+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.SR']"
,2,8,2020-07-22 18:00:02+00:00,"['astro-ph.HE', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/mnras/staa2778,5,8,2020-09-08 18:30:14+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.SR']"
10.1016/j.newast.2020.101493,2,8,2020-08-17 18:30:12+00:00,"['astro-ph.HE', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR']"
10.1051/0004-6361/202140667,5,8,2021-04-14 14:19:37+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/mnras/stac2154,1,8,2022-07-28 10:54:27+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
10.3847/1538-4357/acd1e0,4,8,2023-05-11 14:38:45+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
,3,8,2023-12-08 13:38:02+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/mnras/stad1988,2,8,2023-07-07 15:49:33+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.SR']"
10.1051/0004-6361/202347532,3,8,2023-09-25 09:35:52+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
,2,8,2023-10-11 18:00:01+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/mnrasl/slad183,3,8,2023-11-27 12:05:55+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,4,8,2024-06-06 01:36:01+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
,3,8,2024-09-03 17:57:18+00:00,"['astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,1,8,2024-10-08 06:55:12+00:00,"['astro-ph.GA', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.SR']"
10.3847/2041-8213/ad7e1a,3,8,2024-10-16 06:29:23+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
10.1088/0004-637X/708/2/1760,5,8,2009-12-01 16:39:31+00:00,"['astro-ph.SR', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
10.1093/mnras/stv125,7,8,2015-01-20 12:49:00+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stv333,4,8,2015-02-24 10:54:07+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/201425196,87,8,2015-10-30 05:31:26+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/0004-637X/817/2/139,2,8,2016-02-04 19:34:03+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/0004-637X/818/2/105,13,8,2016-01-07 21:00:18+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1007/s00159-018-0107-z,3,8,2018-06-17 20:57:08+00:00,"['astro-ph.SR', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
10.1093/mnras/stz628,4,8,2019-03-01 19:37:09+00:00,"['astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stz440,2,8,2019-02-26 11:15:51+00:00,"['astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR', '85A05']"
,94,8,2022-02-18 18:39:50+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/1538-3873/ab6069,27,8,2019-10-29 15:33:53+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.3847/25c2cfeb.13af6a03,3,8,2020-01-08 15:12:12+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1088/1538-3873/ab99cd,12,8,2020-06-05 20:34:53+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,13,8,2020-07-10 18:00:15+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.3847/1538-3881/abd5c1,26,8,2020-11-19 19:02:51+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.3847/1538-4365/ac2fa1,10,8,2021-11-15 19:00:01+00:00,"['astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
,56,8,2023-01-18 00:46:55+00:00,"['astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/202141449,4,8,2022-03-11 22:51:06+00:00,"['astro-ph.SR', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
,82,8,2022-08-09 02:09:13+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1093/mnras/stac1065,8,8,2022-09-12 17:44:49+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1088/1538-3873/ac81ed,17,8,2022-10-05 13:59:19+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1088/1538-3873/ac9642,49,8,2022-10-05 14:00:01+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,47,8,2022-10-10 18:00:18+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1007/s12036-023-09926-y,4,8,2022-12-09 12:42:52+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1051/0004-6361/202245271,5,8,2022-12-13 20:11:16+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stad2024,4,8,2023-07-04 07:55:36+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR', '85A05']"
,14,8,2023-06-12 02:49:41+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR', '85A35 (Primary), 85A15, 62H30, 62P99 (Secondary)']"
10.1007/s11433-023-2197-5,63,8,2023-09-14 23:34:51+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,37,8,2023-06-29 16:07:36+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,9,8,2023-06-28 18:07:01+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,8,8,2024-05-22 16:51:22+00:00,"['astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
,1,8,2024-06-21 20:17:58+00:00,"['astro-ph.SR', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
,2,8,2024-08-20 18:00:05+00:00,"['astro-ph.SR', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
,27,8,2024-09-12 23:30:30+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
,8,8,2024-10-18 00:31:00+00:00,"['astro-ph.SR', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
,11,8,2024-10-25 18:00:07+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
,4,8,2025-01-06 08:26:54+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,3,8,2025-01-05 17:47:48+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/2041-8213/ad9b26,10,8,2025-01-13 18:57:10+00:00,"['astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/201015141,8,8,2010-12-08 10:11:25+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/1538-4357/aaa9b7,2,8,2018-01-19 22:58:27+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.23919/URSIGASS.2017.8105318,14,8,2017-02-15 19:00:03+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.1089/ast.2018.1895,5,8,2018-07-18 15:08:52+00:00,"['astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.HE']"
10.1146/annurev-astro-082708-101816,2,8,2010-07-05 08:53:40+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM']"
10.1007/s10509-010-0438-3,10,8,2010-06-28 10:13:16+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM']"
10.1117/12.926239,85,8,2012-06-28 20:00:01+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1051/0004-6361/201526832,5,8,2015-09-11 21:44:10+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM']"
10.1088/1475-7516/2016/05/038,10,8,2016-05-24 13:37:49+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1117/12.2232432,91,8,2016-08-29 15:32:32+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1088/1475-7516/2018/03/034,2,8,2018-02-22 22:23:58+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM']"
10.1051/0004-6361/201833559,107,8,2018-11-19 19:04:33+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM']"
10.1016/j.ascom.2019.04.001,5,8,2019-06-03 22:07:02+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM']"
10.1093/mnras/stz2033,5,8,2019-07-24 10:59:02+00:00,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
,10,8,2023-04-15 02:18:58+00:00,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
,4,8,2022-07-04 16:26:01+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1051/0004-6361/202142484,106,8,2022-02-23 19:00:10+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM']"
,5,8,2023-10-11 18:00:00+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM']"
10.1038/s41550-024-02303-x,3,8,2024-07-01 18:00:00+00:00,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
10.1088/0004-637X/758/2/103,3,8,2012-08-16 19:04:05+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM']"
,1,8,2012-02-06 02:15:52+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
,75,8,2012-08-17 16:55:01+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
,22,8,2015-01-02 15:03:23+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM']"
10.1093/mnras/stw2941,5,8,2016-11-24 09:01:04+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM']"
,103,8,2018-07-16 20:22:40+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
,1,8,2019-08-29 11:37:02+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM']"
,44,8,2020-07-19 12:01:20+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.3847/1538-3881/ac460a,2,8,2022-02-04 12:23:43+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1093/mnras/stad302,12,8,2023-02-27 22:51:45+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1088/1475-7516/2022/09/035,17,8,2022-07-30 00:35:58+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM']"
10.1088/1361-6633/acd2ea,3,8,2023-05-25 06:44:05+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.HE']"
10.1093/mnras/stt1115,5,8,2013-06-18 20:00:01+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.SR']"
10.3847/1538-3881/ab8192,3,8,2020-02-20 05:00:52+00:00,"['astro-ph.EP', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1016/j.icarus.2012.11.018,1,8,2011-04-26 18:43:51+00:00,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA']"
10.1017/pas.2013.009,61,8,2013-02-21 20:30:12+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1007/s11214-017-0395-z,6,8,2017-06-24 10:07:24+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1017/S1743921317002496,8,8,2017-10-30 20:03:48+00:00,"['astro-ph.SR', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM']"
,62,8,2021-11-09 20:36:53+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1088/1742-6596/1225/1/012019,1,8,2019-08-14 00:13:33+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.3847/1538-4357/ab5186,2,8,2019-10-29 18:00:00+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
,2,8,2021-03-21 02:42:56+00:00,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stad557,215,8,2023-10-31 23:16:30+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1088/0067-0049/186/2/308,5,8,2009-02-16 22:09:42+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1007/978-94-007-5612-0_3,2,8,2011-11-12 02:10:48+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1111/j.1365-2966.2011.19054.x,33,8,2011-05-18 04:47:20+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
,1,8,2011-08-24 04:29:57+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1051/0004-6361/201118646,20,8,2012-02-02 08:35:54+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
,1,8,2012-10-02 01:04:08+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
,90,8,2012-11-01 20:00:06+00:00,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1086/674875,2,8,2014-01-21 21:00:15+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
,1,8,2015-05-18 02:49:07+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
,21,8,2020-05-06 22:39:26+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1016/j.jcp.2016.06.053,3,8,2016-07-08 14:52:12+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/mnras/stx727,19,8,2017-03-27 18:00:01+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/1538-4357/aa71aa,4,8,2017-04-30 19:46:33+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/1538-4365/aae9f0,202,8,2019-04-23 14:53:02+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/pasj/psz103,65,8,2019-08-22 08:15:21+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
,1,8,2019-07-25 18:02:51+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.3847/1538-4365/ac00b3,135,8,2021-09-06 14:45:53+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
10.1093/mnras/stab1835,28,8,2021-11-04 23:22:17+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stac2748,7,8,2022-05-16 17:55:53+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
,5,8,2023-04-13 18:00:03+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/1538-4357/ad642c,6,8,2024-11-15 20:32:07+00:00,"['astro-ph.GA', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
,8,8,2024-02-03 04:10:17+00:00,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
,40,8,2024-06-07 18:45:33+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
,1,8,2024-12-08 04:04:58+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA', 'astro-ph.SR']"
,7,8,2024-12-12 02:54:04+00:00,"['astro-ph.CO', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/1538-3873/ab3e18,1,8,2019-08-21 23:12:58+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR', 'physics.soc-ph']"
10.1093/pasj/psw053,6,8,2016-04-24 08:42:49+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.GA', 'astro-ph.SR', 'physics.comp-ph']"
,1,8,2011-07-11 00:46:41+00:00,"['astro-ph', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM']"
,4,8,2024-02-26 16:46:33+00:00,"['physics.comp-ph', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
10.5802/crphys.204,1,8,2024-12-15 13:42:12+00:00,"['astro-ph.SR', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM', 'physics.plasm-ph']"
10.1007/JHEP10(2022)186,2,8,2022-08-08 20:35:10+00:00,"['hep-ph', 'astro-ph.CO', 'astro-ph.EP', 'astro-ph.HE', 'astro-ph.IM']"
